,order_id,order_date,ship_date,ship_mode,customer_id
5602,CA-2013-117919,2013-08-28,2013-08-30,Second Class,TB-21355
5604,CA-2012-142475,2012-12-03,2012-12-07,Standard Class,BS-11380
5605,CA-2013-134516,2013-09-21,2013-09-26,Standard Class,FM-14215
5607,CA-2014-105193,2014-03-26,2014-04-01,Standard Class,JL-15835
5608,CA-2012-168634,2012-12-06,2012-12-11,Standard Class,AF-10870
5609,CA-2014-117198,2014-09-01,2014-09-06,Standard Class,BG-11035
5610,CA-2012-145828,2012-10-05,2012-10-07,First Class,MB-17305
5611,CA-2014-121027,2014-08-19,2014-08-23,Standard Class,HW-14935
5613,CA-2013-147431,2013-02-02,2013-02-07,Standard Class,AB-10105
5614,CA-2013-158001,2013-08-24,2013-08-28,Standard Class,JP-15460
5617,CA-2014-125745,2014-07-01,2014-07-05,Standard Class,DV-13045
5618,CA-2012-101154,2012-09-18,2012-09-21,First Class,CM-12190
5619,US-2013-124163,2013-09-26,2013-10-01,Standard Class,SC-20695
5623,CA-2013-121748,2013-10-25,2013-10-29,Second Class,VW-21775
5625,CA-2011-126683,2011-09-29,2011-10-01,Second Class,PP-18955
5627,CA-2014-148810,2014-06-27,2014-07-02,Standard Class,DR-12880
5629,US-2013-146066,2013-08-22,2013-08-24,Second Class,RB-19465
5630,CA-2011-127614,2011-02-12,2011-02-16,Standard Class,NF-18385
5633,CA-2013-101742,2013-09-24,2013-09-29,Second Class,CR-12580
5634,CA-2012-134943,2012-12-05,2012-12-06,First Class,SU-20665
5635,CA-2014-123022,2014-09-04,2014-09-09,Standard Class,SC-20050
5637,CA-2014-113208,2014-03-27,2014-04-03,Standard Class,ML-18040
5638,CA-2011-154893,2011-12-21,2011-12-27,Standard Class,GM-14440
5640,CA-2011-147900,2011-09-23,2011-09-28,Standard Class,JK-15640
5641,CA-2014-106355,2014-04-03,2014-04-06,First Class,AT-10435
5642,CA-2013-127985,2013-04-02,2013-04-06,Second Class,DB-12910
5643,CA-2012-166604,2012-05-15,2012-05-20,Second Class,AH-10690
5644,CA-2014-120719,2014-03-24,2014-03-27,First Class,SJ-20125
5645,CA-2014-127117,2014-04-15,2014-04-20,Standard Class,HM-14860
5646,CA-2012-104241,2012-01-04,2012-01-09,Standard Class,AG-10495
5647,CA-2014-168179,2014-11-03,2014-11-08,Standard Class,JB-16000
5648,CA-2014-142342,2014-07-18,2014-07-20,Second Class,AJ-10795
5652,CA-2014-109099,2014-10-07,2014-10-12,Standard Class,MM-18280
5653,US-2011-134187,2011-11-04,2011-11-11,Standard Class,TH-21235
5654,CA-2013-145261,2013-12-19,2013-12-22,First Class,AH-10120
5661,CA-2013-108875,2013-09-25,2013-10-02,Standard Class,CL-12700
5663,CA-2013-141957,2013-07-22,2013-07-22,Same Day,JG-15310
5667,CA-2013-142405,2013-06-12,2013-06-16,Standard Class,SE-20110
5670,CA-2012-141012,2012-06-09,2012-06-11,Second Class,TG-21640
5672,CA-2014-127922,2014-10-28,2014-11-04,Standard Class,SH-19975
5674,CA-2013-146318,2013-01-22,2013-01-27,Standard Class,MC-17275
5675,CA-2011-135993,2011-05-28,2011-06-02,Standard Class,PJ-18835
5677,CA-2011-126802,2011-12-29,2012-01-05,Standard Class,ZC-21910
5678,CA-2013-143924,2013-07-29,2013-08-04,Standard Class,SC-20680
5680,CA-2013-141551,2013-09-25,2013-10-01,Standard Class,BP-11230
5682,CA-2011-164315,2011-04-02,2011-04-08,Standard Class,RD-19585
5685,CA-2012-131072,2012-11-05,2012-11-05,Same Day,KL-16645
5686,CA-2011-131541,2011-07-28,2011-07-28,Same Day,CK-12205
5689,CA-2012-119550,2012-12-26,2012-12-31,Standard Class,RB-19705
5690,US-2012-138093,2012-12-10,2012-12-16,Standard Class,KM-16225
5695,CA-2013-126165,2013-05-06,2013-05-08,Second Class,AH-10465
5696,CA-2014-126123,2014-10-15,2014-10-19,Standard Class,AG-10765
5698,CA-2013-143441,2013-11-06,2013-11-06,Same Day,EB-14170
5699,CA-2014-148320,2014-11-04,2014-11-09,Standard Class,PG-18895
5700,CA-2013-125661,2013-11-25,2013-11-27,First Class,CA-12055
5702,US-2011-123519,2011-12-14,2011-12-21,Standard Class,SS-20875
5705,CA-2011-155593,2011-11-03,2011-11-08,Standard Class,RP-19390
5706,CA-2014-136000,2014-09-23,2014-09-26,Second Class,SC-20440
5707,US-2012-160857,2012-05-08,2012-05-15,Standard Class,NW-18400
5712,CA-2014-115805,2014-08-01,2014-08-01,Same Day,KW-16435
5713,US-2011-143707,2011-03-01,2011-03-05,Standard Class,HR-14770
5714,CA-2014-116939,2014-09-26,2014-09-30,Standard Class,AG-10900
5715,CA-2012-124107,2012-10-09,2012-10-12,Second Class,BM-11650
5719,CA-2014-126550,2014-03-30,2014-04-03,Second Class,RD-19720
5720,CA-2012-138674,2012-11-14,2012-11-17,First Class,KB-16585
5723,CA-2013-165820,2013-09-27,2013-10-01,Standard Class,DW-13585
5724,CA-2011-103191,2011-09-22,2011-09-27,Standard Class,VG-21805
5725,CA-2012-103933,2012-09-25,2012-09-27,First Class,DR-12880
5726,CA-2012-110548,2012-05-04,2012-05-08,Standard Class,AH-10690
5727,CA-2014-117324,2014-12-09,2014-12-14,Standard Class,JP-15520
5732,CA-2014-143574,2014-06-30,2014-07-03,First Class,DR-12880
5735,CA-2011-111773,2011-06-29,2011-07-03,Standard Class,JK-15625
5736,CA-2011-148614,2011-01-21,2011-01-26,Standard Class,MV-17485
5738,CA-2014-156139,2014-01-01,2014-01-07,Standard Class,BP-11155
5739,US-2014-147886,2014-03-29,2014-04-01,First Class,DH-13075
5746,CA-2013-113733,2013-12-09,2013-12-13,Standard Class,LH-16900
5749,CA-2014-104913,2014-11-19,2014-11-23,Standard Class,DK-13090
5750,CA-2011-145800,2011-05-30,2011-06-05,Standard Class,SS-20410
5751,CA-2013-125850,2013-01-22,2013-01-28,Standard Class,FP-14320
5753,CA-2013-118514,2013-02-03,2013-02-10,Standard Class,LC-17050
5754,CA-2012-150749,2012-03-29,2012-04-03,Second Class,AS-10240
5755,CA-2011-163748,2011-10-14,2011-10-18,Standard Class,HG-15025
5757,CA-2012-119634,2012-08-11,2012-08-16,Standard Class,BW-11065
5758,CA-2012-149300,2012-11-22,2012-11-23,First Class,BH-11710
5759,US-2013-111528,2013-12-31,2013-12-31,Same Day,JP-16135
5761,CA-2014-158169,2014-08-13,2014-08-16,First Class,JM-16195
5763,CA-2012-162047,2012-11-03,2012-11-05,First Class,FH-14365
5764,CA-2012-117772,2012-09-10,2012-09-12,Second Class,MC-17575
5765,US-2011-126340,2011-11-08,2011-11-14,Standard Class,EB-13870
5766,CA-2013-149685,2013-10-09,2013-10-16,Standard Class,PM-19135
5767,CA-2014-126396,2014-09-09,2014-09-13,Second Class,AR-10345
5768,CA-2012-154900,2012-02-25,2012-03-01,Standard Class,SS-20875
5770,CA-2012-103835,2012-09-24,2012-09-28,Standard Class,SC-20440
5772,CA-2012-158939,2012-11-26,2012-12-01,Standard Class,EA-14035
5773,CA-2013-117408,2013-09-01,2013-09-07,Standard Class,TP-21130
5774,CA-2013-142398,2013-04-13,2013-04-17,Standard Class,BP-11290
5776,CA-2013-105277,2013-12-05,2013-12-09,Standard Class,LM-17065
5777,CA-2013-112060,2013-12-05,2013-12-10,Standard Class,KT-16465
5778,CA-2011-105270,2011-11-11,2011-11-18,Standard Class,AP-10915
5780,US-2012-159513,2012-04-02,2012-04-09,Standard Class,JD-15790
5781,CA-2012-155586,2012-12-12,2012-12-16,Second Class,XP-21865
5784,CA-2014-141117,2014-10-03,2014-10-09,Standard Class,JK-16090
5788,CA-2014-115070,2014-04-11,2014-04-15,Second Class,MG-18205
5790,CA-2014-140186,2014-09-30,2014-10-03,First Class,PG-18820
5795,CA-2011-124856,2011-09-29,2011-10-03,Second Class,LD-17005
5799,CA-2011-166716,2011-08-20,2011-08-25,Second Class,CR-12730
5800,CA-2011-123225,2011-07-11,2011-07-14,First Class,MN-17935
5802,CA-2012-163440,2012-03-22,2012-03-24,First Class,RD-19900
5803,US-2014-106796,2014-05-13,2014-05-20,Standard Class,JP-16135
5804,CA-2014-113873,2014-11-14,2014-11-20,Standard Class,KE-16420
5806,CA-2013-149783,2013-09-05,2013-09-08,Second Class,DL-13315
5809,CA-2013-125017,2013-02-06,2013-02-11,Standard Class,KB-16240
5810,US-2012-163279,2012-03-22,2012-03-26,Standard Class,JD-16150
5813,CA-2012-150196,2012-07-02,2012-07-03,First Class,SR-20740
5814,US-2012-106495,2012-06-15,2012-06-17,First Class,AC-10450
5815,CA-2011-124730,2011-11-26,2011-11-26,Same Day,LS-17245
5820,CA-2014-117632,2014-05-13,2014-05-19,Standard Class,CS-12175
5824,CA-2011-115056,2011-05-02,2011-05-02,Same Day,AR-10510
5825,CA-2014-161067,2014-09-04,2014-09-07,Second Class,KB-16405
5829,CA-2013-122063,2013-12-04,2013-12-08,Standard Class,MM-17920
5831,CA-2012-111206,2012-07-18,2012-07-22,Standard Class,RF-19735
5832,CA-2013-142895,2013-07-22,2013-07-27,Standard Class,BP-11290
5834,CA-2012-101868,2012-06-09,2012-06-16,Standard Class,MJ-17740
5837,CA-2014-133207,2014-11-28,2014-12-04,Standard Class,DO-13645
5838,CA-2012-132948,2012-03-27,2012-04-03,Standard Class,MV-17485
5839,CA-2012-134992,2012-09-22,2012-09-26,Second Class,MG-17875
5841,CA-2012-126725,2012-11-17,2012-11-21,Standard Class,BS-11665
5848,CA-2012-121783,2012-11-10,2012-11-14,Standard Class,PO-19180
5853,US-2011-138835,2011-09-10,2011-09-14,Standard Class,DA-13450
5854,CA-2012-112214,2012-08-05,2012-08-11,Standard Class,AH-10690
5858,US-2014-153255,2014-09-04,2014-09-08,Second Class,JK-15730
5859,CA-2012-108119,2012-11-01,2012-11-08,Standard Class,MS-17530
5860,CA-2012-157434,2012-04-29,2012-05-04,Second Class,JK-15640
5861,CA-2013-101525,2013-05-02,2013-05-05,Second Class,CM-12235
5864,US-2011-117968,2011-08-05,2011-08-07,Second Class,RS-19420
5867,CA-2013-158211,2013-01-04,2013-01-08,Standard Class,BP-11185
5869,CA-2013-152247,2013-11-08,2013-11-13,Standard Class,MA-17995
5870,CA-2013-128223,2013-06-15,2013-06-15,Same Day,EB-13705
5871,CA-2013-154235,2013-09-25,2013-09-29,Standard Class,RD-19900
5872,CA-2014-129910,2014-03-31,2014-04-04,Standard Class,ME-17320
5873,CA-2014-133095,2014-06-05,2014-06-05,Same Day,EH-14005
5875,CA-2012-130554,2012-04-07,2012-04-09,First Class,FM-14290
5876,CA-2011-152443,2011-05-21,2011-05-26,Standard Class,FG-14260
5879,CA-2013-133319,2013-09-06,2013-09-12,Standard Class,MV-17485
5880,CA-2013-133935,2013-09-19,2013-09-23,Standard Class,JW-15220
5883,CA-2013-136301,2013-03-14,2013-03-16,Second Class,EH-13765
5885,US-2011-109456,2011-10-16,2011-10-17,Same Day,LS-17245
5887,CA-2014-151596,2014-10-09,2014-10-12,First Class,BP-11050
5888,CA-2012-147879,2012-05-07,2012-05-12,Standard Class,CC-12220
5889,CA-2013-166625,2013-04-15,2013-04-18,First Class,JM-15580
5890,CA-2013-146157,2013-11-22,2013-11-27,Standard Class,RD-19720
5893,CA-2014-159954,2014-09-11,2014-09-15,Standard Class,SS-20410
5894,CA-2014-100825,2014-09-10,2014-09-15,Standard Class,KD-16495
5895,CA-2011-168305,2011-11-01,2011-11-08,Standard Class,PL-18925
5897,CA-2013-167682,2013-04-04,2013-04-10,Standard Class,ZD-21925
5899,CA-2014-108000,2014-01-13,2014-01-17,Standard Class,LS-16945
5900,CA-2012-146465,2012-11-20,2012-11-24,Standard Class,PB-18805
5901,CA-2013-159639,2013-11-28,2013-12-03,Standard Class,PC-18745
5902,US-2014-153948,2014-11-07,2014-11-07,Same Day,FM-14290
5907,US-2013-113985,2013-12-03,2013-12-08,Standard Class,KD-16495
5911,CA-2013-155383,2013-12-18,2013-12-23,Standard Class,SC-20680
5912,CA-2011-120432,2011-08-24,2011-08-26,Second Class,DW-13585
5913,US-2012-126977,2012-09-17,2012-09-23,Standard Class,PF-19120
5923,CA-2013-130288,2013-11-27,2013-12-01,Second Class,DK-13225
5924,CA-2014-146458,2014-11-20,2014-11-23,Second Class,RB-19435
5925,CA-2014-150420,2014-06-04,2014-06-09,Standard Class,GD-14590
5926,US-2011-118997,2011-04-08,2011-04-12,Standard Class,RA-19885
5927,CA-2011-114314,2011-10-11,2011-10-15,Standard Class,DB-13555
5929,US-2014-169551,2014-07-08,2014-07-10,First Class,RL-19615
5935,CA-2013-103107,2013-07-05,2013-07-05,Same Day,RB-19465
5938,CA-2014-122077,2014-05-20,2014-05-26,Standard Class,JF-15295
5940,CA-2014-112431,2014-10-13,2014-10-15,Second Class,RW-19690
5942,CA-2013-151092,2013-08-07,2013-08-14,Standard Class,VG-21790
5943,CA-2011-104178,2011-08-25,2011-08-29,Standard Class,JM-15265
5947,CA-2012-115924,2012-09-14,2012-09-18,Second Class,BE-11455
5948,CA-2014-161046,2014-03-06,2014-03-06,Same Day,CB-12535
5952,US-2014-141698,2014-04-16,2014-04-22,Standard Class,SD-20485
5953,US-2011-105151,2011-03-30,2011-03-31,First Class,SG-20890
5954,CA-2011-155796,2011-11-11,2011-11-15,Second Class,TS-21430
5956,CA-2013-127138,2013-03-13,2013-03-16,Second Class,DK-13225
5960,CA-2014-150602,2014-02-10,2014-02-15,Second Class,ML-17395
5961,CA-2011-140732,2011-11-11,2011-11-13,Second Class,MA-17560
5964,CA-2014-119011,2014-08-21,2014-08-26,Standard Class,LR-17035
5967,CA-2013-166912,2013-01-15,2013-01-17,First Class,BE-11335
5968,CA-2011-141726,2011-07-20,2011-07-22,First Class,CC-12145
5972,CA-2014-115105,2014-02-07,2014-02-12,Standard Class,BD-11770
5973,CA-2012-143980,2012-12-25,2012-12-29,Standard Class,JK-15640
5974,CA-2013-135636,2013-10-09,2013-10-14,Standard Class,DB-13615
5975,CA-2014-102155,2014-07-14,2014-07-18,Standard Class,RR-19525
5977,CA-2014-116953,2014-04-25,2014-04-26,First Class,SV-20935
5978,CA-2011-117765,2011-09-07,2011-09-13,Standard Class,RB-19465
5982,CA-2013-114895,2013-11-22,2013-11-29,Standard Class,MV-18190
5983,CA-2014-112984,2014-09-17,2014-09-19,Second Class,EH-14185
5984,CA-2013-163776,2013-07-20,2013-07-26,Standard Class,JS-16030
5990,US-2014-163300,2014-09-16,2014-09-22,Standard Class,ES-14020
5993,CA-2013-162187,2013-12-12,2013-12-12,Same Day,NS-18640
5998,US-2011-112991,2011-12-10,2011-12-14,Standard Class,SH-19975
6001,CA-2011-124079,2011-12-13,2011-12-17,Standard Class,RF-19345
6003,US-2014-146878,2014-09-22,2014-09-28,Standard Class,DL-12865
6004,CA-2014-107244,2014-09-08,2014-09-12,Standard Class,AG-10390
6005,CA-2012-100657,2012-11-02,2012-11-07,Standard Class,SW-20245
6006,CA-2014-129581,2014-12-12,2014-12-19,Standard Class,KN-16390
6007,CA-2014-129028,2014-04-02,2014-04-04,First Class,GB-14530
6008,CA-2012-135580,2012-12-30,2013-01-03,Standard Class,CL-12565
6013,CA-2013-159016,2013-03-11,2013-03-12,First Class,KF-16285
6015,CA-2011-102652,2011-04-06,2011-04-12,Standard Class,AY-10555
6019,CA-2011-152422,2011-10-05,2011-10-10,Second Class,BD-11635
6020,US-2013-156692,2013-08-14,2013-08-14,Same Day,HG-15025
6022,CA-2011-130869,2011-11-17,2011-11-21,Standard Class,CB-12025
6023,US-2014-128832,2014-04-25,2014-04-28,First Class,LS-16945
6024,CA-2014-139717,2014-08-25,2014-08-27,Second Class,DM-13015
6026,CA-2014-136007,2014-02-24,2014-03-03,Standard Class,AC-10615
6028,CA-2013-157364,2013-11-20,2013-11-22,First Class,LT-17110
6029,US-2013-112970,2013-11-15,2013-11-16,First Class,TB-21250
6030,US-2014-152492,2014-07-07,2014-07-07,Same Day,AH-10585
6031,CA-2013-101168,2013-12-26,2014-01-02,Standard Class,SS-20140
6032,CA-2014-104010,2014-04-24,2014-04-26,First Class,TD-20995
6033,CA-2012-130253,2012-12-14,2012-12-18,Standard Class,PP-18955
6034,US-2012-155369,2012-04-19,2012-04-25,Standard Class,PG-18820
6036,CA-2013-131205,2013-09-05,2013-09-09,Standard Class,AA-10645
6040,CA-2014-122364,2014-09-25,2014-09-30,Standard Class,FA-14230
6042,CA-2013-117912,2013-02-04,2013-02-08,Standard Class,TB-21520
6043,CA-2014-145702,2014-05-20,2014-05-25,Second Class,AH-10075
6045,CA-2012-113215,2012-09-03,2012-09-08,Standard Class,CP-12085
6046,CA-2013-154662,2013-06-10,2013-06-17,Standard Class,BF-11215
6047,CA-2012-105571,2012-11-07,2012-11-11,Standard Class,CP-12340
6049,CA-2013-152765,2013-06-16,2013-06-19,First Class,LS-17245
6050,CA-2012-153878,2012-04-25,2012-04-30,Standard Class,TS-21655
6052,CA-2013-124016,2013-09-24,2013-09-27,Second Class,JS-15940
6055,CA-2013-113551,2013-08-19,2013-08-21,First Class,NF-18385
6057,CA-2011-107524,2011-03-02,2011-03-08,Standard Class,KN-16705
6059,CA-2011-138072,2011-12-30,2012-01-03,Standard Class,GA-14725
6060,CA-2012-134201,2012-04-10,2012-04-16,Standard Class,EH-14125
6062,CA-2012-111780,2012-12-25,2012-12-30,Second Class,RA-19285
6065,CA-2012-119942,2012-04-05,2012-04-07,First Class,TT-21070
6066,CA-2012-151547,2012-01-17,2012-01-23,Standard Class,AH-10465
6067,CA-2014-166695,2014-05-21,2014-05-25,Standard Class,CC-12430
6070,CA-2014-167542,2014-08-14,2014-08-21,Standard Class,KD-16495
6071,CA-2012-120901,2012-12-31,2013-01-04,Standard Class,BG-11035
6074,CA-2014-121398,2014-12-26,2014-12-30,Standard Class,FH-14365
6076,CA-2013-151561,2013-09-02,2013-09-08,Standard Class,PG-18820
6080,CA-2014-154676,2014-08-06,2014-08-09,First Class,NZ-18565
6081,US-2011-165589,2011-02-19,2011-02-19,Same Day,TB-21595
6082,US-2013-132577,2013-11-23,2013-11-28,Standard Class,JE-15475
6087,CA-2012-114048,2012-12-14,2012-12-18,Standard Class,EH-13945
6088,CA-2012-137281,2012-06-13,2012-06-17,Standard Class,BF-10975
6089,US-2014-162068,2014-12-29,2015-01-01,Second Class,PC-18745
6090,CA-2014-100111,2014-09-21,2014-09-27,Standard Class,SV-20365
6104,US-2014-132381,2014-08-23,2014-08-25,First Class,Dp-13240
6105,CA-2012-147011,2012-06-18,2012-06-22,Standard Class,HR-14830
6106,CA-2011-120852,2011-12-20,2011-12-25,Standard Class,WB-21850
6108,CA-2013-150007,2013-09-12,2013-09-17,Standard Class,AS-10090
6110,CA-2013-124590,2013-11-13,2013-11-17,Standard Class,SP-20920
6115,CA-2013-133802,2013-03-15,2013-03-21,Standard Class,SP-20650
6116,US-2013-113677,2013-11-14,2013-11-20,Standard Class,CM-12655
6118,CA-2014-143378,2014-09-20,2014-09-26,Standard Class,JR-16210
6122,CA-2014-152660,2014-12-05,2014-12-10,Standard Class,CB-12415
6123,CA-2012-142139,2012-08-31,2012-09-05,Standard Class,SD-20485
6124,CA-2014-145772,2014-06-04,2014-06-08,Standard Class,SS-20140
6127,CA-2013-124100,2013-04-01,2013-04-07,Standard Class,EH-13990
6128,US-2011-158400,2011-10-25,2011-10-28,First Class,AH-10030
6129,CA-2014-162033,2014-03-27,2014-04-03,Standard Class,EM-14200
6131,CA-2011-163447,2011-12-27,2011-12-31,Standard Class,TB-21190
6132,CA-2014-145737,2014-09-16,2014-09-21,Standard Class,AB-10165
6133,CA-2013-148096,2013-08-17,2013-08-20,First Class,AO-10810
6134,CA-2013-146766,2013-11-05,2013-11-05,Same Day,TT-21220
6135,CA-2012-105613,2012-10-18,2012-10-22,Standard Class,KN-16705
6137,US-2013-142251,2013-11-01,2013-11-05,Second Class,FO-14305
6138,CA-2011-131247,2011-03-30,2011-04-04,Standard Class,GA-14725
6139,US-2012-113593,2012-04-18,2012-04-20,First Class,NC-18415
6140,CA-2014-121083,2014-07-10,2014-07-16,Standard Class,JF-15190
6144,CA-2014-151190,2014-06-28,2014-07-02,Standard Class,GT-14710
6145,CA-2011-133543,2011-12-22,2011-12-26,Standard Class,KM-16660
6146,CA-2014-105130,2014-11-22,2014-11-26,Standard Class,PJ-18835
6148,CA-2013-161928,2013-06-28,2013-06-30,Second Class,AC-10660
6149,CA-2014-101322,2014-12-29,2015-01-01,First Class,JG-15310
6150,US-2013-106600,2013-04-09,2013-04-12,First Class,RM-19375
6151,CA-2011-111871,2011-03-18,2011-03-21,Second Class,EK-13795
6152,CA-2014-139437,2014-07-04,2014-07-09,Standard Class,RD-19585
6153,CA-2014-151484,2014-04-21,2014-04-24,First Class,CV-12805
6157,CA-2013-104150,2013-08-04,2013-08-06,Second Class,AG-10330
6159,CA-2013-161025,2013-12-04,2013-12-10,Standard Class,GM-14440
6160,CA-2011-103989,2011-03-19,2011-03-21,First Class,MC-17605
6167,CA-2012-142433,2012-04-20,2012-04-25,Standard Class,ES-14020
6168,CA-2012-132815,2012-09-19,2012-09-22,Second Class,RW-19540
6169,CA-2011-101266,2011-08-27,2011-08-30,Second Class,MM-17920
6170,CA-2013-141523,2013-12-20,2013-12-25,Second Class,MH-17440
6172,US-2011-106299,2011-08-02,2011-08-08,Standard Class,NZ-18565
6175,CA-2012-158421,2012-09-21,2012-09-26,Standard Class,GB-14575
6184,CA-2013-143609,2013-12-12,2013-12-14,First Class,DB-13270
6185,CA-2012-138331,2012-08-07,2012-08-12,Standard Class,JK-15625
6186,CA-2012-138954,2012-11-15,2012-11-17,First Class,MH-17785
6189,CA-2014-157903,2014-04-05,2014-04-09,Standard Class,AM-10705
6190,CA-2013-157259,2013-12-25,2013-12-29,Standard Class,JM-15535
6191,CA-2014-107986,2014-12-14,2014-12-14,Same Day,MW-18220
6192,CA-2014-104927,2014-12-23,2014-12-27,Standard Class,AG-10330
6195,CA-2014-113453,2014-10-22,2014-10-29,Standard Class,CM-12160
6197,CA-2012-149909,2012-11-13,2012-11-17,Standard Class,RA-19915
6200,CA-2012-146675,2012-04-16,2012-04-20,Standard Class,SB-20185
6202,CA-2013-118332,2013-12-17,2013-12-24,Standard Class,PK-19075
6203,CA-2013-133669,2013-10-22,2013-10-28,Standard Class,SV-20935
6204,CA-2014-145660,2014-12-02,2014-12-04,First Class,MG-17650
6205,CA-2013-133697,2013-10-21,2013-10-25,Second Class,CM-12445
6208,CA-2014-148138,2014-09-30,2014-10-04,Standard Class,ME-18010
6209,CA-2014-119809,2014-08-19,2014-08-26,Standard Class,YS-21880
6212,CA-2014-149944,2014-11-13,2014-11-17,Second Class,MB-17305
6214,CA-2011-128538,2011-10-11,2011-10-15,Standard Class,AS-10240
6215,CA-2012-161711,2012-11-28,2012-12-03,Standard Class,MC-17425
6217,US-2012-129553,2012-07-27,2012-08-02,Standard Class,PG-18820
6218,CA-2013-160220,2013-10-21,2013-10-27,Standard Class,JS-16030
6221,US-2014-157224,2014-09-15,2014-09-19,Second Class,JB-16000
6222,CA-2014-140627,2014-12-24,2014-12-28,Standard Class,DK-12985
6225,CA-2012-133445,2012-10-05,2012-10-09,Standard Class,JF-15490
6227,CA-2011-148782,2011-11-02,2011-11-07,Standard Class,PO-18850
6228,CA-2013-148208,2013-01-22,2013-01-27,Standard Class,BT-11530
6230,CA-2014-127656,2014-07-12,2014-07-18,Standard Class,NW-18400
6231,US-2014-142188,2014-09-12,2014-09-12,Same Day,JF-15415
6236,CA-2013-144400,2013-02-23,2013-02-27,Standard Class,AC-10420
6237,US-2013-155180,2013-01-22,2013-01-29,Standard Class,TB-21280
6238,CA-2012-134075,2012-12-12,2012-12-16,Standard Class,HA-14905
6240,US-2013-131912,2013-10-30,2013-11-02,Second Class,LH-17155
