,product_id,category,subcategory,product_name
8336,OFF-AR-10003986,Office Supplies,Art,Avery Hi-Liter Pen Style Six-Color Fluorescent Set
8366,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut"
8477,TEC-MA-10004552,Technology,Machines,Star Micronics TSP100 TSP143LAN Receipt Printer
8702,OFF-PA-10000312,Office Supplies,Paper,Xerox 1955
8751,OFF-PA-10001001,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate"
8815,OFF-PA-10001583,Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack"
8872,TEC-MA-10002694,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner
8877,TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer
8924,TEC-PH-10004241,Technology,Phones,Nokia Lumia 1020
8940,OFF-SU-10003936,Office Supplies,Supplies,Acme Serrated Blade Letter Opener
8942,TEC-MA-10003337,Technology,Machines,Okidata B401 Printer
9120,OFF-PA-10000210,Office Supplies,Paper,Xerox Blank Computer Paper
9147,OFF-AR-10003477,Office Supplies,Art,4009 Highlighters
9185,FUR-CH-10002317,Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs
9214,OFF-LA-10004677,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box
9319,FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms
9378,OFF-EN-10001535,Office Supplies,Envelopes,Grip Seal Envelopes
9455,TEC-MA-10003493,Technology,Machines,Penpower WorldCard Pro Card Scanner
9456,TEC-AC-10002380,Technology,Accessories,Sony 8GB Class 10 Micro SDHC R40 Memory Card
9521,TEC-PH-10002817,Technology,Phones,RCA ViSYS 25425RE1 Corded phone
9562,TEC-MA-10003589,Technology,Machines,Cisco 8961 IP Phone Charcoal
9604,OFF-AP-10003099,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless"
9673,TEC-PH-10002645,Technology,Phones,LG G2
9935,OFF-ST-10001627,Office Supplies,Storage,Eldon Jumbo ProFile Portable File Boxes Graphite/Black
